id	artist	album	year	lane	secondary	priority	start_here	lineage
A2242	The Byrds	Mr. Tambourine Man	1965	V21		Essential		Formed out of the Los Angeles folk scene around McGuinn, Gene Clark and David Crosby; its jangle led into the country turn of later Byrds records and sounds like the root of the wider jangle-pop line (Big Star, Tom Petty).
A2243	The Byrds	Younger Than Yesterday	1967	V21		Recommended		Bridges the Byrds' folk-rock period and their 1968 country-rock turn; 'Time Between' sounds like a direct precursor to the Sweetheart sessions.
A2244	Gene Clark	Gene Clark with the Gosdin Brothers	1967	V21		Recommended		Gene Clark's solo debut just after leaving the Byrds, planting the country-folk seeds that grow into Dillard & Clark and his later solo albums.
A2245	Hearts & Flowers	Now Is the Time for Hearts and Flowers	1967	V21		Deep cut		An early, little-heard Los Angeles folk-rock record that sounds like it anticipates the country turn the Byrds would make explicit the following year.
A2246	The Byrds	Sweetheart of the Rodeo	1968	V21	V9	Essential	Y	The founding document of country rock: it pulls the Byrds' folk-rock harmonies into hard country instrumentation and sets the template Parsons then carried into the Flying Burrito Brothers and his solo records.
A2247	The Byrds	The Notorious Byrd Brothers	1968	V21		Recommended		The last Byrds album before Gram Parsons joined and pushed the group fully into country rock on Sweetheart of the Rodeo.
A2248	Dillard & Clark	The Fantastic Expedition of Dillard & Clark	1968	V21		Essential		Gene Clark's post-Byrds bluegrass-leaning project with Doug Dillard, feeding directly into Bernie Leadon's later work with the Flying Burrito Brothers and the Eagles.
A2249	The Dillards	Wheatstraw Suite	1968	V21		Recommended		A bluegrass band's own move toward country rock, made in the same Los Angeles scene and same year as Sweetheart of the Rodeo, connecting the genre's electric wing back to real Ozark string-band tradition.
A2250	The Everly Brothers	Roots	1968	V21		Recommended		Released the same year as Sweetheart of the Rodeo, this record shows two 1950s rock and roll pioneers arriving at country rock from the other direction, and its close-harmony singing is a direct ancestor of the vocal blend Gram Parsons and Emmylou Harris later used.
A2251	Hearts & Flowers	Of Horses, Kids and Forgotten Women	1968	V21		Deep cut		Hearts & Flowers' final album, released in the same pivotal year as Sweetheart of the Rodeo and Safe at Home, just before guitarist Bernie Leadon moved on into Dillard & Clark.
A2252	International Submarine Band	Safe at Home	1968	V21		Essential		Predates Sweetheart of the Rodeo and effectively invents the sound Parsons then brought to the Byrds and the Flying Burrito Brothers.
A2253	The Byrds	Ballad of Easy Rider	1969	V21		Recommended		Continues the country-rock sound established on Sweetheart of the Rodeo into a calmer, road-song-focused register.
A2254	The Byrds	Dr. Byrds & Mr. Hyde	1969	V21		Deep cut		Extends the country-rock sound of Sweetheart of the Rodeo with Clarence White's lead guitar now central to the band's identity.
A2255	Dillard & Clark	Through the Morning, Through the Night	1969	V21		Recommended		Closes out the Dillard & Clark project, its Byron Berline connection linking forward to Berline's later Country Gazette.
A2256	The Flying Burrito Brothers	The Gilded Palace of Sin	1969	V21		Essential		The Flying Burrito Brothers' debut is the fullest early statement of Cosmic American Music, carrying Parsons and Hillman's Byrds-honed country turn into its most soulful, psychedelic form and setting the pedal-steel template for the whole lane.
A2257	Mason Proffit	Wanted	1969	V21		Deep cut		A Midwest band whose pedal steel country rock sounds indebted to the Byrds and Burritos, applied to explicitly political songwriting.
A2258	Poco	Pickin' Up the Pieces	1969	V21		Essential		Poco's debut grew directly out of Buffalo Springfield's breakup, and bassist Randy Meisner moved on to the Eagles, whose harmony-driven country rock sounds modeled on this record.
A2259	The Byrds	(Untitled)	1970	V21		Recommended		A peak for the post-Parsons Byrds lineup, extending the country-rock sound into longer live jamming.
A2260	The Flying Burrito Brothers	Burrito Deluxe	1970	V21		Recommended		Second Flying Burrito Brothers album, carrying the Gilded Palace sound forward even as Gram Parsons' involvement waned; Bernie Leadon's presence links this record forward to the Eagles' countrier side.
A2261	Goose Creek Symphony	Goose Creek Symphony (Est. 1970)	1970	V21		Deep cut		Works the same country-rock vocabulary as the Los Angeles scene and sounds indebted to it, showing the sound's spread beyond its founding city.
A2262	Michael Nesmith & the First National Band	Loose Salute	1970	V21		Recommended		Continues the First National Band's country-rock sound from Magnetic South within the same year.
A2263	Michael Nesmith & the First National Band	Magnetic South	1970	V21		Essential		Michael Nesmith's first post-Monkees country-rock album, built around steel guitarist Red Rhodes' playing, which became as identifiable a voice in this lane as Sneaky Pete's.
A2264	Poco	Poco	1970	V21		Recommended		Poco's second album, extending the country-rock harmony sound of the debut with longer instrumental jamming.
A2265	Rick Nelson & the Stone Canyon Band	Rick Sings Nelson	1970	V21		Recommended		Rick Nelson's country-rock reinvention with the Stone Canyon Band, part of the same early-70s Los Angeles scene as Poco and the Flying Burrito Brothers, sharing personnel through bassist Randy Meisner.
A2266	Commander Cody and His Lost Planet Airmen	Lost in the Ozone	1971	V21		Deep cut		A rowdier, western-swing-leaning cousin of the Los Angeles country-rock scene that sounds like the same longhairs-playing-country impulse turned into good-time bar-band music.
A2267	The Flying Burrito Brothers	The Flying Burrito Bros	1971	V21		Deep cut		The Flying Burrito Brothers' third album, carrying the band's sound forward under Rick Roberts after Gram Parsons' departure, with Chris Hillman still aboard before his later work in Souther-Hillman-Furay.
A2268	Gene Clark	White Light	1971	V21		Recommended		Gene Clark's first true solo record after Dillard & Clark, moving him toward a quieter singer-songwriter mode that feeds the country-folk wing of the lane.
A2269	Mason Proffit	Movin' Toward Happiness	1971	V21		Deep cut		Continues the sound of Mason Proffit's debut, a country rock that sounds indebted to the Byrds and Burritos.
A2270	Michael Nesmith & the First National Band	Nevada Fighter	1971	V21		Recommended		The last First National Band record, closing that chapter before Nesmith's more eclectic Second National Band and solo work.
A2271	Poco	From the Inside	1971	V21		Deep cut		Continues Poco's country-rock harmony sound with outside production from Stax veteran Steve Cropper.
A2272	Swampwater	Swampwater	1971	V21		Deep cut		Formed by Nashville West veteran Gib Guilbeau, Swampwater's own records extended that band's country-picking lineage while also backing Linda Ronstadt, tying it into the wider Los Angeles country-rock session scene.
A2273	Bobby Charles	Bobby Charles	1972	V21		Recommended		A Louisiana songwriter's country-inflected roots record, produced with Band members at Bearsville Studios, sharing the same laid-back, unhurried aesthetic as the Cosmic American Music scene despite being made far from Los Angeles.
A2274	Country Gazette	A Traitor in Our Midst	1972	V21		Deep cut		Formed by Flying Burrito Brothers sideman Byron Berline, Country Gazette carries the bluegrass-picking strand of the Los Angeles country-rock scene into its own dedicated band.
A2275	The Flying Burrito Brothers	Last of the Red Hot Burritos	1972	V21		Deep cut		Closes the original Flying Burrito Brothers lineup's story and connects it to the bluegrass-leaning Country Gazette through fiddler Byron Berline.
A2276	Michael Nesmith	And the Hits Just Keep On Comin'	1972	V21		Recommended		A stripped-down, acoustic-leaning Michael Nesmith record built entirely around his long partnership with steel guitarist Red Rhodes.
A2277	Poco	A Good Feelin' to Know	1972	V21		Recommended		The penultimate Poco album with founding member Richie Furay, who left after Crazy Eyes to co-found the Souther-Hillman-Furay Band.
A2278	Pure Prairie League	Bustin' Out	1972	V21		Recommended		Pure Prairie League's second album, whose harmony-pop country rock sounds indebted to the softer wing that Poco established.
A2279	Pure Prairie League	Pure Prairie League	1972	V21		Deep cut		An Ohio band whose harmony country rock sounds indebted to Poco, bringing that style to the Midwest.
A2280	Rick Nelson & the Stone Canyon Band	Garden Party	1972	V21		Essential		Rick Nelson's country-rock comeback album, its title track a direct response to being pigeonholed as a 1950s pop nostalgia act rather than a serious country-rock artist.
A2281	Gene Clark	Roadmaster	1973	V21		Deep cut		A between-albums Gene Clark release drawing on both his ex-Byrds and Flying Burrito Brothers connections, bridging White Light and No Other.
A2282	Gene Parsons	Kindling	1973	V21		Deep cut		A late-Byrds sideman's solo record, carrying the country-picking style he developed in Nashville West and the Byrds into a quieter singer-songwriter format.
A2283	Gram Parsons	GP	1973	V21		Essential		Gram Parsons' solo debut, pairing him with Emmylou Harris for the first time and setting up both his own Grievous Angel and Harris's entire subsequent solo career.
A2284	Poco	Crazy Eyes	1973	V21		Recommended		Richie Furay's farewell to Poco, with a title track written about Gram Parsons, just before Furay left to co-found the Souther-Hillman-Furay Band.
A2285	Gene Clark	No Other	1974	V21		Essential		Gene Clark's most ambitious solo statement, stretching Cosmic American Music toward orchestral funk and gospel far beyond the Byrds/Burritos template; its lush sound seems to echo in later cosmic-country revivalists.
A2286	Gram Parsons	Grievous Angel	1974	V21		Essential	Y	Gram Parsons' final statement and the clearest single distillation of Cosmic American Music, cementing Emmylou Harris as his musical heir and setting the template for everything that followed in this lane.
A2287	Souther-Hillman-Furay Band	The Souther-Hillman-Furay Band	1974	V21	X13	Recommended		Formed by two founding figures of this lane (Hillman and Furay) with J.D. Souther, whose own career sits closer to the Laurel Canyon soft-rock scene (X13), making this band a direct bridge between the two.
A2288	Emmylou Harris	Elite Hotel	1975	V21		Essential		Consolidates the sound of Pieces of the Sky and directly channels Gram Parsons' Burrito Brothers songbook into a mainstream country hit.
A2289	Emmylou Harris	Pieces of the Sky	1975	V21		Essential		Emmylou Harris's solo debut, carrying Gram Parsons' Cosmic American Music forward into a full career and establishing her as the lane's central woman's voice.
A2290	Souther-Hillman-Furay Band	Trouble in Paradise	1975	V21	X13	Deep cut		The Souther-Hillman-Furay Band's second and final album before splitting, after which Hillman returned to more country-rooted solo work and Furay to gospel-inflected music.
A2291	Chris Hillman	Slippin' Away	1976	V21		Recommended		Chris Hillman's first true solo record, returning to a leaner country-rock sound after the more polished Souther-Hillman-Furay Band, and carrying his Byrds/Burritos pedigree forward on his own.
A2292	Chris Hillman	Clear Sailin'	1977	V21		Deep cut		Chris Hillman's second and final Asylum solo album, closing out the direct post-Byrds/Burritos country-rock line before his later work moved toward the more mainstream Nashville country of the Desert Rose Band.
A2293	Emmylou Harris	Luxury Liner	1977	V21		Essential		Continues Harris's project of canonizing Gram Parsons' songbook while widening her sources to Townes Van Zandt and rock and roll covers.
A2294	Gene Clark	Two Sides to Every Story	1977	V21		Deep cut		Closes out Gene Clark's 1970s run with a return to a more commercial country-rock sound after No Other's ambitious detour.
A2295	Emmylou Harris	Quarter Moon in a Ten Cent Town	1978	V21		Recommended		A late entry in Harris's 1970s run that grew out of the Gram Parsons partnership, sounding a shade more polished than her earlier records.
A2296	Nashville West	Nashville West	1978	V21		Deep cut		A recording of the pre-Byrds, pre-Burritos band that trained several of this lane's key players (Clarence White, Gene Parsons, Gib Guilbeau) in hot country picking before they scattered into the Byrds, Flying Burrito Brothers and Swampwater.
A2297	Bob Dylan	Bringing It All Back Home	1965	V22		Essential		Grows directly out of the Greenwich Village folk revival (Guthrie, Van Ronk) and electric Chicago/Chess blues; its fusion of rock band and literary lyric is the founding document the whole V22 lane, and later Neil Young and The Band, build on.
A2298	Bob Dylan	Highway 61 Revisited	1965	V22		Essential		Follows directly from Bringing It All Back Home's electric side; later roots-rock songwriters from The Band to Drive-By Truckers sound indebted to its extended narrative-song form.
A2299	Bob Dylan	Blonde on Blonde	1966	V22		Essential		Extends the electric trilogy begun on Bringing It All Back Home and Highway 61 Revisited; the Nashville sessions directly set up Dylan's later country records and the whole Nashville-adjacent wing of the V zone.
A2300	Bob Dylan	John Wesley Harding	1967	V22	V21	Essential		Follows the Basement Tapes sessions with The Band, and sounds like it anticipates Dylan's own country records and the country-rock turn of the Byrds and Gram Parsons.
A2301	The Band	Music from Big Pink	1968	V22		Essential		Grew directly out of The Band's years backing Dylan and the informal Basement Tapes sessions; Eric Clapton has said the record's plainness helped break up Cream, and it is a founding document for Southern rock, country rock and Americana alike.
A2302	The Band	The Band	1969	V22		Essential	Y	The high-water mark of The Band's own catalog; the Southern storytelling rock of the Allman Brothers and, decades later, Drive-By Truckers' novelistic songwriting sound indebted to it.
A2303	Bob Dylan	Nashville Skyline	1969	V22	V21	Essential		Pushes the country move hinted at on John Wesley Harding all the way into Nashville proper, lending weight to the country-rock movement of V21 that the Byrds' Sweetheart of the Rodeo had kicked off the year before.
A2304	The Band	Stage Fright	1970	V22		Recommended		Follows the character-study songwriting of The Band with more autobiographical unease, reflecting the pressure of following two acclaimed records.
A2305	Bob Dylan	New Morning	1970	V22		Recommended		Sounds like a continuation of the plainspoken, domestic mode of John Wesley Harding and the Basement Tapes, and its warmth resembles the singer-songwriter records of V13 and V25.
A2306	Bob Dylan	Self Portrait	1970	V22		Deep cut		An extension of the covers-and-traditionals instinct from the Basement Tapes sessions, and an early model for later artists' 'anti-image' covers records.
A2307	The Band	Cahoots	1971	V22		Deep cut		Shows the same Woodstock-honed roots-rock voice as the first three Band albums beginning to strain, foreshadowing the covers-driven Moondog Matinee.
A2308	The Band	Rock of Ages	1972	V22		Recommended		Captures The Band's core studio catalog (Big Pink through Cahoots) in performance, and its horn-driven arrangements anticipate the larger ensemble sound of The Last Waltz.
A2309	The Band	Moondog Matinee	1973	V22		Deep cut		Shows the R&B and rockabilly roots underneath the group's own original songwriting, the same well the band drew on for its own sound on Music from Big Pink.
A2310	Bob Dylan	Planet Waves	1974	V22		Recommended		Reunites Dylan with the Basement Tapes-era Band and directly sets up the tour that produced Before the Flood; its loose, road-worn feel points toward Blood on the Tracks the following year.
A2311	Bob Dylan and The Band	Before the Flood	1974	V22		Recommended		Grew out of the same 1974 reunion that produced the studio album Planet Waves, and stands as the definitive document of Dylan and The Band performing together on a large stage.
A2312	The Band	Northern Lights–Southern Cross	1975	V22		Essential		A late creative peak that shows the group's original songwriting voice intact after the covers-heavy Moondog Matinee, though it would be their last full album of new material before Islands.
A2313	Bob Dylan	Blood on the Tracks	1975	V22		Essential	Y	A return to acoustic, lyric-first songwriting after the full-band Planet Waves, and a record later confessional and narrative songwriters across the V zone often sound indebted to.
A2314	Bob Dylan and The Band	The Basement Tapes	1975	V22		Essential		Grew out of Dylan and The Band's convalescence-era sessions before John Wesley Harding; its ramshackle, communal recording ethic feeds The Band's own catalog and resembles later lo-fi/DIY roots recording.
A2315	Bob Dylan	Desire	1976	V22		Essential		Follows Blood on the Tracks' narrative songwriting into wider, almost theatrical storytelling, and its Rolling Thunder-era sound feeds directly into the live document Hard Rain and the tour film/album that followed.
A2316	Bob Dylan	Hard Rain	1976	V22		Deep cut		Documents the second, harder-edged leg of the Rolling Thunder Revue that followed Desire, and its rough rearrangements set a precedent for Dylan's later habit of remaking his catalog live.
A2317	The Band	Islands	1977	V22		Deep cut		The last studio album released under The Band's original lineup, issued after their 1976 farewell concert and closing out the catalog covered by this lane.
A2318	Rick Danko	Rick Danko	1977	V22		Deep cut		An offshoot of The Band's mid-'70s dispersal into solo projects, sounding close to the Woodstock-scene singer-songwriter records made around it.
A2319	The Band	The Last Waltz	1978	V22	X7	Essential		Closes The Band's story as a working group and, by assembling so many of their collaborators and influences on one stage, functions as a family tree for the whole roots-rock lineage this lane covers.
A2320	Bob Dylan	Street-Legal	1978	V22		Deep cut		Bridges the Rolling Thunder era to the born-again gospel trilogy that begins with Slow Train Coming the following year.
A2321	Bob Dylan	Slow Train Coming	1979	V22		Recommended		A hard turn from the loose road-rock of Street-Legal into gospel testimony, directly setting up Saved and Shot of Love as a trilogy.
A2322	Bob Dylan	Infidels	1983	V22		Recommended		Closes out Dylan's religious period and re-establishes the dense, image-driven songwriting of his '60s and '70s work in a modern production context.
A2323	Bob Dylan	Oh Mercy	1989	V22		Essential		The first of two Lanois-produced comeback records (with Time Out of Mind) that reestablished Dylan as a vital songwriter for a new generation of roots-rock artists.
A2324	Bob Dylan	Time Out of Mind	1997	V22		Essential		Continues the Lanois atmosphere of Oh Mercy but with a heavier, more haunted band sound, opening the door to the more traditional, self-produced records ('Love and Theft' onward) that follow.
A2325	Bob Dylan	"Love and Theft"	2001	V22		Essential		Moves out of the Lanois-produced fog into the leaner, self-produced sound Dylan keeps for the rest of his career, and its blues/swing pastiche is a direct model for Modern Times.
A2326	Bob Dylan	The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue	2002	V22		Recommended		Part of Dylan's ongoing Bootleg Series of archival releases; it fills in the Rolling Thunder era alongside Desire and Hard Rain and is treated as canonical by Dylan scholars and podcasts like Jokermen.
A2327	Bob Dylan	Modern Times	2006	V22		Recommended		The middle record of Dylan's 2000s self-produced trilogy alongside 'Love and Theft' and Together Through Life, deepening his late-career habit of channeling pre-rock American song forms.
A2328	Levon Helm	Dirt Farmer	2007	V22	V24	Essential		Draws on the same Southern folk and old-time repertoire The Band mined, filtered through Helm's own Arkansas roots, and it directly set up his Electric Dirt and Ramble at the Ryman period.
A2329	Levon Helm	Electric Dirt	2009	V22		Recommended		Widens the acoustic Dirt Farmer sound into the full electric, horn-driven Band-style roots rock Helm helped invent, his last studio album before his 2012 death.
A2330	Bob Dylan	Tempest	2012	V22		Deep cut		Continues the antique-blues persona of 'Love and Theft' and Modern Times toward longer, more explicitly mortality-obsessed narrative songs, setting up Rough and Rowdy Ways.
A2331	Bob Dylan	Rough and Rowdy Ways	2020	V22		Essential		The culmination of the self-produced late style begun on 'Love and Theft', and a record much of the 2020s Americana and indie-folk scene sounds like it treats as a living reference point.
A2332	Steve Young	Rock Salt & Nails	1969	V23		Recommended		Its 'Seven Bridges Road' later became an Eagles hit, and Young's songwriting fed the outlaw scene directly when Waylon Jennings built an album around his 'Lonesome, On'ry and Mean'; its sound resembles the outlaw records that followed.
A2333	David Allan Coe	Penitentiary Blues	1970	V23		Deep cut		Establishes the ex-convict persona and blues-rooted grit that Coe carried into The Mysterious Rhinestone Cowboy and his later Columbia albums.
A2334	Kris Kristofferson	Kristofferson	1970	V23		Essential		Predates Waylon Jennings's and Willie Nelson's outlaw breakthroughs by several years; Jennings recorded its songs, and the literary-songwriter model both men followed sounds indebted to it.
A2335	Sammi Smith	Help Me Make It Through the Night	1970	V23		Essential		Built around a Kris Kristofferson song recorded before his own version reached wide audiences, tying Smith's career directly to the outlaw movement's key songwriter.
A2336	Kris Kristofferson	The Silver Tongued Devil and I	1971	V23		Essential		Cements the confessional-songwriter model Kristofferson introduced on his debut, one that Waylon Jennings's and Billy Joe Shaver's songwriting sounds indebted to.
A2337	Willie Nelson	Yesterday's Wine	1971	V23		Recommended		The first sign of the stripped-down, self-directed concept-album approach Nelson perfected on Red Headed Stranger, made while he was still pushing RCA for creative control.
A2338	Kris Kristofferson	Jesus Was a Capricorn	1972	V23		Recommended		Extends the socially conscious songwriting strand Kristofferson opened on his first two Monument albums, a thread that fellow Nashville outsiders like Bobby Bare and Tompall Glaser sound close to.
A2339	Steve Young	Seven Bridges Road	1972	V23		Recommended		Its songs 'Seven Bridges Road' and 'Lonesome, On'ry and Mean' became touchstones for the outlaw movement, the latter as the title track of a Waylon Jennings album.
A2340	Waylon Jennings	Ladies Love Outlaws	1972	V23		Recommended		Grows out of Jennings's early-1970s push against RCA's countrypolitan production, and points directly at the fuller outlaw sound he found the next year on Honky Tonk Heroes.
A2341	Billy Joe Shaver	Old Five and Dimers Like Me	1973	V23		Essential		The songwriter's-own-voice companion to Honky Tonk Heroes; the plainspoken storytelling of Steve Earle and Todd Snider sounds indebted to it.
A2342	Bobby Bare	Bobby Bare Sings Lullabys, Legends and Lies	1973	V23		Essential		The fullest statement of Bare's partnership with Shel Silverstein, the same writer Tompall Glaser devoted a whole album to the following year.
A2343	Lee Clayton	Lee Clayton	1973	V23		Recommended		Its best-known song gave Waylon Jennings the title of his 1972 album Ladies Love Outlaws and helped name the movement.
A2344	Waylon Jennings	Honky Tonk Heroes	1973	V23	V19	Essential	Y	Draws directly on Billy Joe Shaver's songwriting; the hinge point between Nashville countrypolitan and outlaw country, with later Jennings, David Allan Coe and Johnny Paycheck records sounding indebted to it.
A2345	Waylon Jennings	Lonesome, On'ry and Mean	1973	V23		Essential		Follows directly from Jennings's contract renegotiation with RCA and feeds straight into Honky Tonk Heroes; its title track comes from fellow outlaw precursor Steve Young.
A2346	Willie Nelson	Shotgun Willie	1973	V23		Essential		Marks Nelson's break from Nashville production and the start of the Austin-based, genre-blending style that runs through Phases and Stages and Red Headed Stranger.
A2347	David Allan Coe	The Mysterious Rhinestone Cowboy	1974	V23		Essential		Coe's first Columbia record after Penitentiary Blues, and the start of a run of albums (Once Upon a Rhyme, Longhaired Redneck) that made him one of outlaw country's most theatrical figures.
A2348	Kris Kristofferson	Spooky Lady's Sideshow	1974	V23		Deep cut		A bleaker sequel to Jesus Was a Capricorn, the same Nashville-outsider songwriting turned inward.
A2349	Tompall Glaser	Tompall (Sings the Songs of Shel Silverstein)	1974	V23		Recommended		Tompall Glaser's Hillbilly Central studio was the hub where Waylon Jennings and other outlaw artists worked outside the Nashville label system, and this record ties that circle to Shel Silverstein's songwriting.
A2350	Waylon Jennings	This Time	1974	V23		Recommended		Extends the artist-controlled model Jennings won after Lonesome, On'ry and Mean and Honky Tonk Heroes, cementing his independence within RCA's Nashville system.
A2351	Willie Nelson	Phases and Stages	1974	V23		Essential		Builds on Shotgun Willie's Atlantic-era freedom and rehearses the story-album format Nelson used on Red Headed Stranger the following year.
A2352	Bobby Bare	Cowboys and Daddys	1975	V23		Recommended		Follows Lullabys, Legends and Lies in Bare's mid-1970s run of song-interpreter albums, this time drawing on the Texas progressive-country scene around Ray Wylie Hubbard and Jerry Jeff Walker.
A2353	Bobby Bare	Hard Time Hungrys	1975	V23		Deep cut		Another mid-1970s Bare concept record following Lullabys, Legends and Lies, built around outside songwriters and sounding close to the funny-sad John Prine school.
A2354	David Allan Coe	Once Upon a Rhyme	1975	V23		Recommended		A direct sequel to The Mysterious Rhinestone Cowboy, and its closing track ties Coe to the Prine and Goodman school of funny-sad songwriting that runs through the wider atlas.
A2355	Hank Williams Jr.	Hank Williams Jr. and Friends	1975	V23	V28	Essential		Bridges outlaw country and Southern rock directly, pulling Allman Brothers and Marshall Tucker Band musicians into a Nashville country session.
A2356	Jessi Colter	I'm Jessi Colter	1975	V23		Essential		Recorded at the height of the Nashville outlaw scene her husband Waylon Jennings and Tompall Glaser were building, but in a quieter, more introspective register than either man's records.
A2357	Waylon Jennings	Dreaming My Dreams	1975	V23		Essential		Follows Honky Tonk Heroes and This Time and precedes the outlaw movement's commercial peak on Wanted! The Outlaws and Ol' Waylon, showing the quieter side of the same songwriter-first approach.
A2358	Willie Nelson	Red Headed Stranger	1975	V23		Essential	Y	The culmination of the narrative concept-album approach Nelson tried on Yesterday's Wine and Phases and Stages, proving outlaw country's stripped-down aesthetic could top the charts.
A2359	Billy Joe Shaver	When I Get My Wings	1976	V23		Recommended		Follows Old Five and Dimers Like Me and, through the Capricorn Records connection, links Shaver's outlaw songwriting to the Southern-rock scene around the Allman Brothers.
A2360	David Allan Coe	Longhaired Redneck	1976	V23		Essential		Coe's declaration of independence within the outlaw scene, building directly on the persona introduced on The Mysterious Rhinestone Cowboy.
A2361	Jessi Colter	Diamond in the Rough	1976	V23		Deep cut		A quick Capitol follow-up to I'm Jessi Colter, released the same year as Wanted! The Outlaws, on which Colter also appeared.
A2362	Johnny Paycheck	11 Months and 29 Days	1976	V23	V26	Recommended		Part of the Billy Sherrill-produced Epic run, with a hard-country delivery that sounds indebted to George Jones, and a direct lead-in to Take This Job and Shove It the following year.
A2363	Tompall Glaser	The Great Tompall and His Outlaw Band	1976	V23		Recommended		Made in the same Hillbilly Central studio and the same year as Wanted! The Outlaws, by one of that compilation's four featured artists.
A2364	Waylon Jennings	Are You Ready for the Country	1976	V23		Recommended		Its title-track cover of Neil Young links the outlaw scene directly to the Crazy Horse lineage the wider atlas traces, arriving right at the commercial peak Wanted! The Outlaws would soon confirm.
A2365	Waylon Jennings, Willie Nelson, Jessi Colter and Tompall Glaser	Wanted! The Outlaws	1976	V23	V26	Essential		The compilation that named and commercially confirmed the outlaw country movement, gathering the four artists whose Hillbilly Central-adjacent records define this lane.
A2366	Willie Nelson	The Sound in Your Mind	1976	V23		Recommended		Sits between Red Headed Stranger's austerity and Stardust's full embrace of pop standards, both records grown out of the creative control Nelson won at Columbia.
A2367	Willie Nelson	The Troublemaker	1976	V23		Recommended		A sibling record to Shotgun Willie and Phases and Stages from the same Atlantic sessions period, delayed until Nelson's Columbia-era commercial power got it released.
A2368	Billy Joe Shaver	Gypsy Boy	1977	V23		Deep cut		Closes out Shaver's Capricorn run alongside When I Get My Wings, continuing the plainspoken songwriting that shaped Waylon Jennings's outlaw sound.
A2369	David Allan Coe	Rides Again	1977	V23		Recommended		Continues the outlaw self-mythology Coe built across his Columbia albums, explicitly naming Jennings and Nelson as his peers in 'Willie, Waylon and Me'.
A2370	David Allan Coe	Tattoo	1977	V23		Deep cut		Released the same year as Rides Again, continuing Coe's prolific mid-decade run on Columbia.
A2371	Jessi Colter	Mirriam	1977	V23		Deep cut		Continues Colter's Capitol run after I'm Jessi Colter and Diamond in the Rough, turning the outlaw circle's plainspoken style toward devotional songwriting.
A2372	Johnny Paycheck	Take This Job and Shove It	1977	V23	V26	Essential		Its title song, written by David Allan Coe, is direct evidence of the outlaw scene's songwriter-sharing culture, and the album's success made Paycheck a mainstream outlaw figure alongside Jennings and Nelson.
A2373	Waylon Jennings	Ol' Waylon	1977	V23		Essential		Represents outlaw country's full absorption into the mainstream that Wanted! The Outlaws had opened up the year before.
A2374	Willie Nelson	To Lefty from Willie	1977	V23	V26	Deep cut		Connects the outlaw movement directly back to honky-tonk forebear Lefty Frizzell, the hard-country tradition this lane's style vocabulary is drawn from.
A2375	Lee Clayton	Border Affair	1978	V23		Recommended		Its song 'Silver Stallion' was later covered by the Highwaymen, tying Clayton directly back to the movement's biggest names.
A2376	Steve Young	No Place to Fall	1978	V23	V24	Recommended		Draws directly on Townes Van Zandt's songwriting, linking the outlaw scene's Nashville wing to the Texas singer-songwriter tradition centered on Van Zandt and Guy Clark.
A2377	Waylon Jennings	I've Always Been Crazy	1978	V23		Recommended		A self-aware sequel to Ol' Waylon and Wanted! The Outlaws, turning the movement's own marketing into songwriting material.
A2378	Waylon Jennings and Willie Nelson	Waylon & Willie	1978	V23		Essential		Follows Wanted! The Outlaws in pairing Jennings and Nelson as a duo act, and its hit single made the outlaw brand a household name beyond country radio.
A2379	Willie Nelson	Stardust	1978	V23		Essential		Extends the pop-standards move hinted at on The Sound in Your Mind's medley into a full album, using the creative freedom Nelson's outlaw-era Columbia deal secured him.
A2380	Hank Williams Jr.	Whiskey Bent and Hell Bound	1979	V23	V28	Recommended		The clearest outlaw-country-to-Southern-rock crossover record of the decade, and a direct precursor to the harder-edged mainstream country Williams built through the 1980s.
A2381	Lee Clayton	Naked Child	1979	V23		Recommended		Clayton's commercial peak, extending the outlaw persona he introduced on his 1973 debut into more explicit, harder-edged territory.
A2382	Johnny Paycheck	Mr. Hag Told My Story	1981	V23	V26	Recommended		A direct homage to Bakersfield hard-country figure Merle Haggard, tying Paycheck's outlaw-era catalog back to the honky-tonk tradition the whole movement drew from.
A2383	Jerry Jeff Walker	Mr. Bojangles	1968	V24		Essential		Predates Walker's move to Austin; 'Mr. Bojangles' itself became one of the most widely covered songs to come out of the Texas songwriter world, recorded by everyone from Nina Simone to the Nitty Gritty Dirt Band.
A2384	Townes Van Zandt	For the Sake of the Song	1968	V24		Essential		Grew out of the Houston folk clubs around Guy Clark and Mickey Newbury; Guy Clark and Steve Earle drew on Townes directly, and later writers like Jason Molina and Big Thief sound indebted to the same well.
A2385	Sir Douglas Quintet	Mendocino	1969	V24		Recommended		Doug Sahm became a connective figure for the whole Texas scene, later recording with Bob Dylan and with Flaco Jiménez in the Texas Tornados, and the genre-blending, Tex-Mex-inflected side of Texas progressive country sounds indebted to him.
A2386	Townes Van Zandt	Our Mother the Mountain	1969	V24		Essential		A direct continuation of the Houston/Nashville songwriter circuit around Guy Clark and Mickey Newbury; its bleak, riverine imagery echoes forward into Steve Earle and Jason Molina's own flood-and-mountain songs.
A2387	Townes Van Zandt	Townes Van Zandt	1969	V24		Essential	Y	A foundational record of the Texas songwriter tradition; Guy Clark and Steve Earle drew on Townes directly, and Jason Molina's and Big Thief's hushed, plainspoken folk sound indebted to it generations later.
